deviation_m,speed_kmh,heading_change_deg,label
6.219570843938989,6.451537144385593,-25.327086637035123,0
17.620175605677854,7.975695009642348,12.01068434760127,0
141.3340117213262,39.787250993301136,130.9791050520818,1
9.466981379665562,5.143719739411357,15.95298060268252,0
1.0284942667619086,4.9952858637081405,-12.061762846756345,0
165.68488420181865,26.045250048020378,95.43944362321648,1
2.046068364652349,5.508126151037431,-5.130011377763553,0
11.666081981272228,3.124382842945001,3.2190543135914194,0
7.547186717580601,2.987070099156488,-24.640782167669173,0
414.1051009881867,31.91264975265074,104.63394521552273,1
97.29034292516089,0.11513462977934034,106.88775724795788,1
154.84520934512605,15.332376983969345,90.79545881911575,1
324.6620851763777,33.513838635134675,113.71469156379982,1
47.83707985451769,5.292694516098083,-14.30125505157461,0
14.907349827008682,5.108008428521191,5.920136811061826,0
424.7454671437385,0.11820547241194952,118.8305939089812,1
11.819644219644772,4.031126925156865,-4.818953401793586,0
18.148455804617605,6.143630468625516,6.994630556617496,0
5.444892160403859,6.667837010894976,-0.7467960128942261,0
12.343290424088181,3.03272665083679,16.17299303460897,0
5.493902688470393,2.508886044524325,3.378881917404543,0
29.94669878048677,5.034068004506528,-7.10838096319625,0
9.137774474678135,5.2495918231119525,-9.50030038724491,0
382.33655312346485,0.12622334070059169,162.87974529166917,1
10.077046703052629,5.337016141205257,12.885197350377332,0
24.448904460576983,6.067476968135898,-9.982709715765013,0
23.359284264208295,3.740127429890685,11.589265463385651,0
9.110201569090542,6.68740625821671,-7.192473215628021,0
26.182738753671927,3.379247108774452,4.265511000308765,0
18.47125146021635,6.03823829437356,2.4757978613725156,0
0.5384259498418084,6.219177692045993,-15.047988506475173,0
15.93852194477261,8.0,14.427082938665329,0
3.898229013688569,5.281977148250056,17.706357736686307,0
0.7289421286334069,6.882480666434441,6.144551701430352,0
2.6422025604479114,4.612338658295811,-10.656557472600847,0
305.43302826620516,29.618606779480825,145.18877600341483,1
7.745655531748106,4.899987958220473,13.080895863523413,0
154.4101001022882,20.773438473213712,155.11325187031662,1
3.0739747688364734,3.9413835993590336,-9.179326174122725,0
30.056495647735623,5.927512303092911,-17.900868923491046,0
17.433451758485734,4.705210692243187,-23.151345396335437,0
102.86296822950018,0.06189121665389514,122.35954059202538,1
405.45249951771854,29.146309079225322,145.75305470961752,1
19.6610644338425,4.3436870010315065,11.828449408358036,0
38.28580613750105,5.699316278255467,-12.705475643200455,0
2.7950806023879147,3.6701952558230357,9.704405189190904,0
9.189842713531272,3.2917097748186928,17.89870353812604,0
37.88121591313654,4.60913968801514,31.97740241861309,0
19.19881923603135,3.848705820883601,-2.4227791227511974,0
1.9741703232989871,3.6278513469303624,-21.39004553243911,0
34.539737604479335,6.934361061764386,-0.11715105589027072,0
